Date,Open,High,Low,Close,Adj Close,Volume
2020-08-11,5157.930176,5201.450195,5157.930176,5190.169922,5190.169922,88400000
2020-08-12,5190.166016,5235.52002,5178.458984,5233.452148,5233.452148,96807400
2020-08-13,5233.452148,5279.349121,5218.413086,5239.25,5239.25,84601700
2020-08-14,5239.25,5255.374023,5221.919922,5247.689941,5247.689941,70397600
2020-08-18,5247.689941,5316.132813,5243.995117,5295.173828,5295.173828,95642400
2020-08-19,5295.173828,5327.315918,5268.506836,5272.810059,5272.810059,92676400
2020-08-24,5272.810059,5294.153809,5261.408203,5277.041016,5277.041016,138410800
2020-08-25,5277.041016,5341.376953,5276.957031,5338.888184,5338.888184,146510200
2020-08-26,5338.888184,5351.471191,5324.612793,5340.328125,5340.328125,137729200
2020-08-27,5340.328125,5371.472168,5325.487793,5371.472168,5371.472168,134549700
2020-08-28,5371.472168,5381.948242,5325.60498,5346.65918,5346.65918,107955900
2020-08-31,5346.65918,5369.446777,5233.143066,5238.486816,5238.486816,124088000
2020-09-01,5238.486816,5310.679199,5219.208008,5310.679199,5310.679199,90465800
2020-09-02,5310.679199,5337.099121,5295.276855,5311.970215,5311.970215,121613800
2020-09-03,5311.970215,5331.167969,5242.171875,5280.812988,5280.812988,136923000
2020-09-04,5280.812988,5280.812988,5188.608887,5239.851074,5239.851074,95095800
2020-09-07,5235.009766,5245.349121,5195.865234,5230.195801,5230.195801,80111600
2020-09-08,5232.917969,5256.305176,5232.917969,5244.071777,5244.071777,103353200
2020-09-09,5214.032227,5216.02002,5135.812012,5149.375977,5149.375977,101220300
2020-09-10,5084.326172,5084.483887,4878.279785,4891.460938,4891.460938,82384700
2020-09-11,4804.644043,5016.711914,4754.798828,5016.711914,5016.711914,125812400
2020-09-14,5060.023926,5161.828125,5059.26709,5161.828125,5161.828125,109865600
2020-09-15,5169.245117,5187.278809,5091.293945,5100.865234,5100.865234,113645500
2020-09-16,5108.12793,5117.287109,5051.753906,5058.481934,5058.481934,88769100
2020-09-17,5058.950195,5099.577148,5013.186035,5038.400879,5038.400879,85305000
2020-09-18,5037.369141,5072.680176,5023.443848,5059.223145,5059.223145,105751600
2020-09-21,5058.990234,5075.818848,4987.748047,4999.359863,4999.359863,106452100
2020-09-22,4947.730957,4978.440918,4919.109863,4934.092773,4934.092773,74792200
2020-09-23,4946.50293,4984.23877,4873.020996,4917.955078,4917.955078,70609200
2020-09-24,4876.351074,4897.336914,4820.331055,4842.755859,4842.755859,65673400
2020-09-25,4867.962891,4949.303223,4848.024902,4945.791016,4945.791016,88843900
2020-09-28,4962.953125,4991.762207,4905.51123,4906.547852,4906.547852,83772300
2020-09-29,4929.333008,4950.967773,4859.786133,4879.098145,4879.098145,86481700
2020-09-30,4896.432129,4903.86377,4841.361816,4870.039063,4870.039063,85378000
2020-10-01,4899.644043,4970.094238,4898.99707,4970.094238,4970.094238,96362100
2020-10-02,4969.245117,4972.823242,4881.913086,4926.733887,4926.733887,88815300
2020-10-05,4947.040039,4962.792969,4915.685059,4958.769043,4958.769043,70868100
2020-10-06,5004.395996,5023.894043,4992.481934,4999.221191,4999.221191,108547800
2020-10-07,4976.567871,5014.609863,4962.089844,5004.327148,5004.327148,92870700
2020-10-08,5018.736816,5039.14209,5001.519043,5039.14209,5039.14209,80288700
2020-10-09,5036.476074,5057.835938,5029.151855,5053.663086,5053.663086,69016600
2020-10-12,5078.128906,5103.50293,5078.128906,5093.099121,5093.099121,91642100
2020-10-13,5093.421875,5132.958984,5064.170898,5132.571777,5132.571777,110621000
2020-10-14,5134.662109,5177.924805,5125.044922,5176.099121,5176.099121,119876700
2020-10-15,5172.59082,5182.530762,5105.149902,5105.149902,5105.149902,110523700
2020-10-16,5111.434082,5115.558105,5067.588867,5103.414063,5103.414063,92480400
2020-10-19,5116.757813,5128.651855,5090.776855,5126.330078,5126.330078,111112200
2020-10-20,5120.913086,5135.078125,5080.956055,5099.839844,5099.839844,88592600
2020-10-21,5116.790039,5131.506836,5083.660156,5096.445801,5096.445801,104786700
2020-10-22,5084.790039,5093.825195,5063.696777,5091.815918,5091.815918,122922500
2020-10-23,5112.787109,5121.02002,5095.506836,5112.187988,5112.187988,95498300
2020-10-26,5113.148926,5158.265137,5113.022949,5144.048828,5144.048828,103314100
2020-10-27,5133.537109,5155.565918,5110.618164,5128.225098,5128.225098,107122400
2020-11-02,5108.028809,5130.686035,5073.5,5115.12793,5115.12793,97646200
2020-11-03,5133.981934,5162.347168,5131.949219,5159.452148,5159.452148,101351100
2020-11-04,5170.823242,5188.008789,5105.199219,5105.199219,5105.199219,103974300
2020-11-05,5161.390137,5260.326172,5161.390137,5260.326172,5260.326172,108832000
2020-11-06,5276.164063,5335.528809,5246.701172,5335.528809,5335.528809,104732100
2020-11-09,5371.971191,5395.711914,5319.419922,5356.004883,5356.004883,121516500
2020-11-10,5424.731934,5469.183105,5412.594238,5462.73877,5462.73877,149596500
2020-11-11,5475.564941,5520.908203,5471.591797,5509.513184,5509.513184,165238700
2020-11-12,5494.484863,5500.416016,5449.796875,5458.602051,5458.602051,119777900
2020-11-13,5449.101074,5466.563965,5427.631836,5461.058105,5461.058105,113428800
