Date,Open,High,Low,Close,Adj Close,Volume
2020-08-07,22433.779297,22436.160156,22204.609375,22329.939453,22329.939453,66700000
2020-08-11,22505.509766,22760.869141,22497.070313,22750.240234,22750.240234,99300000
2020-08-12,22747.439453,22874.369141,22670.740234,22843.960938,22843.960938,90800000
2020-08-13,23123.359375,23316.689453,23111.500000,23249.609375,23249.609375,84800000
2020-08-14,23323.919922,23338.789063,23222.849609,23289.359375,23289.359375,59800000
2020-08-17,23189.480469,23248.750000,23068.529297,23096.750000,23096.750000,43600000
2020-08-18,23097.800781,23128.179688,22948.890625,23051.080078,23051.080078,55600000
2020-08-19,22997.929688,23149.849609,22953.599609,23110.609375,23110.609375,50100000
2020-08-20,23003.580078,23078.359375,22851.830078,22880.619141,22880.619141,50200000
2020-08-21,23022.759766,23135.429688,22920.300781,22920.300781,22920.300781,51200000
2020-08-24,22913.199219,23012.710938,22862.539063,22985.509766,22985.509766,40600000
2020-08-25,23242.740234,23431.039063,23225.390625,23296.769531,23296.769531,75300000
2020-08-26,23257.050781,23348.800781,23203.000000,23290.859375,23290.859375,47800000
2020-08-27,23311.039063,23323.070313,23177.849609,23208.859375,23208.859375,52700000
2020-08-28,23232.300781,23376.130859,22594.789063,22882.650391,22882.650391,98100000
2020-08-31,23147.140625,23342.320313,23102.609375,23139.759766,23139.759766,81000000
2020-09-01,23089.630859,23206.660156,23047.769531,23138.070313,23138.070313,59600000
2020-09-02,23261.089844,23287.400391,23170.820313,23247.150391,23247.150391,52600000
2020-09-03,23524.490234,23580.509766,23426.109375,23465.529297,23465.529297,57500000
2020-09-04,23130.320313,23257.689453,23098.769531,23205.429688,23205.429688,59300000
2020-09-07,23145.470703,23218.220703,23086.890625,23089.949219,23089.949219,57300000
2020-09-08,23188.789063,23277.660156,23129.660156,23274.130859,23274.130859,62100000
2020-09-09,22966.890625,23059.019531,22878.710938,23032.539063,23032.539063,84400000
2020-09-10,23193.470703,23250.310547,23134.019531,23235.470703,23235.470703,67600000
2020-09-11,23114.630859,23412.929688,23114.630859,23406.490234,23406.490234,76900000
2020-09-14,23431.160156,23582.210938,23429.419922,23559.300781,23559.300781,65400000
2020-09-15,23438.830078,23477.859375,23351.349609,23454.890625,23454.890625,61800000
2020-09-16,23425.230469,23506.449219,23397.429688,23475.529297,23475.529297,63000000
2020-09-17,23416.619141,23446.390625,23272.230469,23319.369141,23319.369141,61100000
2020-09-18,23321.189453,23398.460938,23290.189453,23360.300781,23360.300781,82600000
2020-09-23,23245.890625,23370.130859,23154.449219,23346.490234,23346.490234,77000000
2020-09-24,23215.000000,23234.720703,23039.480469,23087.820313,23087.820313,70500000
2020-09-25,23217.330078,23272.669922,23154.660156,23204.619141,23204.619141,72200000
2020-09-28,23391.960938,23516.039063,23303.029297,23511.619141,23511.619141,82000000
2020-09-29,23410.500000,23622.740234,23347.640625,23539.099609,23539.099609,61300000
2020-09-30,23478.849609,23522.380859,23170.890625,23185.119141,23185.119141,88200000
2020-10-02,23294.800781,23365.580078,22951.410156,23029.900391,23029.900391,86300000
2020-10-05,23254.279297,23377.429688,23252.689453,23312.140625,23312.140625,59500000
2020-10-06,23420.070313,23441.160156,23331.400391,23433.730469,23433.730469,57700000
2020-10-07,23272.449219,23432.730469,23272.449219,23422.820313,23422.820313,52100000
2020-10-08,23506.339844,23701.769531,23477.730469,23647.070313,23647.070313,56300000
2020-10-09,23713.859375,23725.580078,23552.730469,23619.689453,23619.689453,56100000
2020-10-12,23588.740234,23597.910156,23501.259766,23558.689453,23558.689453,44900000
2020-10-13,23667.900391,23667.900391,23490.949219,23601.779297,23601.779297,47200000
2020-10-14,23545.660156,23656.699219,23518.810547,23626.730469,23626.730469,54000000
2020-10-15,23548.449219,23581.160156,23458.429688,23507.230469,23507.230469,48300000
2020-10-16,23478.400391,23538.740234,23382.669922,23410.630859,23410.630859,48100000
2020-10-19,23543.689453,23707.160156,23543.689453,23671.130859,23671.130859,46300000
2020-10-20,23587.869141,23674.869141,23518.289063,23567.039063,23567.039063,48700000
2020-10-21,23615.519531,23702.300781,23611.330078,23639.460938,23639.460938,53300000
2020-10-22,23525.589844,23555.779297,23436.169922,23474.269531,23474.269531,44900000
2020-10-23,23558.710938,23587.900391,23469.130859,23516.589844,23516.589844,49200000
2020-10-26,23520.779297,23572.599609,23475.519531,23494.339844,23494.339844,41700000
2020-10-27,23376.960938,23485.800781,23232.310547,23485.800781,23485.800781,52700000
2020-10-28,23372.609375,23451.029297,23334.230469,23418.509766,23418.509766,67100000
2020-10-29,23170.759766,23374.099609,23170.759766,23331.939453,23331.939453,57500000
2020-10-30,23320.710938,23320.710938,22948.470703,22977.130859,22977.130859,76700000
2020-11-02,23110.740234,23370.910156,23096.789063,23295.480469,23295.480469,69700000
2020-11-04,23619.580078,23801.880859,23505.779297,23695.230469,23695.230469,81600000
2020-11-05,23776.199219,24112.419922,23756.779297,24105.279297,24105.279297,78600000
2020-11-06,24076.220703,24389.000000,24039.160156,24325.230469,24325.230469,73200000
2020-11-09,24568.839844,24962.800781,24541.279297,24839.839844,24839.839844,67000000
2020-11-10,25087.300781,25279.939453,24833.179688,24905.589844,24905.589844,128200000
2020-11-11,25145.660156,25401.300781,25145.660156,25349.599609,25349.599609,102500000
2020-11-12,25439.349609,25587.960938,25316.599609,25520.880859,25520.880859,80500000
2020-11-13,25405.640625,25456.179688,25215.310547,25385.869141,25385.869141,77600000
